,Mean AAI,O2_ratio,divergence,AAI_round,log_O2_ratio
32587,44.58,1.232226447153704,Different Class,45.0,0.0906905257767018
32588,42.15,5.284885426130405,Different Class,42.0,0.7230355764421763
32589,49.22,1.094472421860369,Same Class,49.0,0.03920482283884475
32590,49.36,1.2365584662374205,Same Class,49.0,0.0922146552415986
32591,43.56,1.3205854870128164,Different Class,44.0,0.12076652014819593
32592,40.82,1.2418939634688613,Different Class,41.0,0.09408451609314948
32593,45.79,1.1324882402954028,Different Class,46.0,0.05403370101481951
32594,43.06,1.0146487888328244,Different Class,43.0,0.006315741296427693
32595,50.41,1.0435302980377297,Same Class,50.0,0.0185050629650347
32596,42.95,1.264524485647696,Different Class,43.0,0.10192724323259746
32597,41.12,1.3515146844384145,Different Class,41.0,0.13082076874427254
32598,45.81,52.47525429592886,Same Class,46.0,1.719954551857603
32599,41.94,1.0777805118305637,Different Class,42.0,0.032530326522052865
32600,42.43,2.341117532430117,Different Class,42.0,0.3694232173722057
32601,45.71,1.1880856020884651,Same Class,46.0,0.07484773288030559
32602,41.81,1.3136262055872805,Different Class,42.0,0.11847180362161301
32603,46.41,1.0607909751082596,Same Class,46.0,0.025629816229103472
32604,51.07,1.208443655937245,Same Class,51.0,0.08222640609990209
32605,43.05,1.0035871942489885,Different Class,43.0,0.001555111089680444
32606,44.32,2.6593916745309687,Different Class,44.0,0.42478230482332735
32607,52.72,1.2188075246046168,Same Class,53.0,0.08593512678149913
32608,66.97,1.9459881247923605,Same Genus,67.0,0.2891401856996068
32609,41.87,1.4979122039328403,Different Class,42.0,0.17548635911451405
32610,42.5,3.4934533783483497,Different Class,42.0,0.5432549517806713
32611,49.86,1.2177988571673022,Same Class,50.0,0.08557556215883283
32612,47.77,18.030953733653146,Same Class,48.0,1.256018699007934
32613,42.38,2.3671972505169707,Different Class,42.0,0.3742344477228701
32614,59.46,2.240044913760838,Same Family,59.0,0.3502567261926194
32615,43.02,2.940563958312322,Different Class,43.0,0.4684306299002853
32616,54.91,2.3407356908010786,Same Order,55.0,0.3693523771707242
32617,40.19,2.802228465843104,Different Class,40.0,0.4475035404465753
32618,42.87,2.7853990855116018,Different Class,43.0,0.4448874286725535
32619,43.58,2.4937493302218883,Different Class,44.0,0.3968527963868225
32620,42.38,2.7395943961707996,Different Class,42.0,0.4376862691911715
32621,41.47,2.0566604852796986,Different Class,41.0,0.31316260402365137
32622,41.32,2.79897959034336,Different Class,41.0,0.4469997316803199
32623,41.93,2.8843807960526213,Different Class,42.0,0.4600525954049933
32624,42.33,2.9579071503387926,Different Class,42.0,0.4709845372307197
32625,41.1,1.6365043664775654,Different Class,41.0,0.2139171684185921
32626,41.92,42.24251178632837,Different Class,42.0,1.6257497339222942
32627,40.83,2.285055226290688,Different Class,41.0,0.3588967007662477
32628,42.79,2.7017985298540776,Different Class,43.0,0.4316529610313661
32629,59.0,1.2070098078229388,Same Family,59.0,0.08171079906675771
32630,40.48,2.62881682012206,Different Class,40.0,0.4197603248732544
32631,58.39,1.0993164758882112,Same Family,58.0,0.04112273696040107
32632,57.67,1.0159184545156916,Same Family,58.0,0.006858849507789762
32633,44.5,1.2046495331311078,Different Class,44.0,0.08086071664897132
32634,41.33,2.8966140224909562,Different Class,41.0,0.4618906287660206
32635,41.63,2.4485287087861063,Different Class,42.0,0.388905200449109
32636,42.11,2.6671077523445104,Different Class,42.0,0.4260405617353675
32637,42.93,1.0025159164758497,Different Class,43.0,0.0010912764371173883
32638,42.47,2.745936648321269,Different Class,42.0,0.4386905133807545
32639,62.64,2.0324463918602387,Same Family,63.0,0.30801909939460664
32640,41.44,2.4740488808625725,Different Class,41.0,0.39340827592332506
32641,40.74,2.8322671329923232,Different Class,41.0,0.4521342126170329
32642,42.7,2.0175432663614568,Different Class,43.0,0.30482285697058936
32643,58.41,1.6314847223310394,Same Family,58.0,0.21258301129067766
32644,42.74,2.80383743904764,Different Class,43.0,0.44775283048893344
32645,40.39,2.515729829016632,Different Class,40.0,0.4006639992265636
32646,42.59,2.5762506553095297,Different Class,43.0,0.4109881152568574
32647,42.27,2.8152442287198567,Different Class,42.0,0.4495160768372549
32648,42.57,2.453664864532521,Different Class,43.0,0.3898152440374344
32649,57.03,2.1274750512142067,Same Family,57.0,0.3278644758383969
32650,42.27,2.906607191335462,Different Class,42.0,0.4633863437201011
32651,39.39,1.9880215848998333,Different Class,39.0,0.2984210954295036
32652,55.42,1.7342235390864482,Same Order,55.0,0.2391050767241644
32653,42.46,2.5877805843332484,Different Class,42.0,0.4129274501060058
32654,43.05,1.1092555187221504,Different Class,43.0,0.045031598077900574
32655,54.83,2.503792977536995,Same Family,55.0,0.3985984170183458
32656,45.22,2.940271385251457,Different Class,45.0,0.4683874173773804
32657,40.99,2.832296832307819,Different Class,41.0,0.4521387666299862
32658,39.36,1.6671456925702357,Different Class,39.0,0.22197355466572527
32659,63.98,1.2132888099032293,Same Family,64.0,0.08396419214247709
32660,42.83,2.8423596873653887,Different Class,43.0,0.4536790350107836
32661,42.08,8.598717896830385,Different Class,42.0,0.9344337010294916
32662,43.55,3.937254331972136,Different Class,44.0,0.5951934695030827
32663,42.92,2.1120555676308848,Different Class,43.0,0.3247053401865854
32664,42.42,2.9309529725251333,Different Class,42.0,0.4670088501898233
32665,43.65,2.500649726915184,Different Class,44.0,0.3980528631333599
32666,41.37,2.6133419921122845,Different Class,41.0,0.4171962469138915
32667,53.99,1.2090553631032694,Same Order,54.0,0.08244618782500111
32668,42.74,2.6808719832828927,Different Class,43.0,0.4282760760935697
32669,40.62,2.5825933671321852,Different Class,41.0,0.4120560312942022
32670,57.76,1.0928481959255567,Same Family,58.0,0.03855983967106511
32671,44.28,2.2064918155939224,Different Class,44.0,0.3437023208840546
32672,40.07,2.864900306851984,Different Class,40.0,0.4571095139343438
32673,40.14,2.8817034533575803,Different Class,40.0,0.4596492869579125
32674,42.69,2.9580893498810736,Different Class,43.0,0.471011287840136
32675,43.31,2.313150086852521,Different Class,43.0,0.3642038125272876
32676,43.81,2.89729346509326,Different Class,44.0,0.4619924868557244
32677,44.36,2.1471642151303008,Different Class,44.0,0.33186526055067583
32678,42.93,2.9008755189048063,Different Class,43.0,0.4625290929485938
32679,44.95,1.5087864833014082,Different Class,45.0,0.17862778471595558
32680,41.62,1.331686939681996,Different Class,42.0,0.1244021404885489
32681,42.91,2.923958707739812,Different Class,43.0,0.4659712352053271
32682,42.01,2.0243363385026854,Different Class,42.0,0.30628267112256075
32683,55.14,2.0956691514630426,Same Order,55.0,0.3213227205658113
32684,60.15,1.2663527126869247,Same Family,60.0,0.10255468501715456
32685,42.6,1.980938735660153,Different Class,43.0,0.2968710443542152
32686,41.67,1.3942136183211031,Different Class,42.0,0.14432932049833844
32687,42.43,1.5140135627533853,Different Class,42.0,0.1801297656545241
32688,42.52,1.36413116271586,Different Class,43.0,0.13485613022156145
32689,39.8,2.2332043874595744,Different Class,40.0,0.3489284724148287
32690,41.2,1.1045225141794777,Different Class,41.0,0.043174572796188616
32691,41.61,34.49633449686924,Different Class,42.0,1.5377729503672923
32692,42.78,1.2037048461518791,Different Class,43.0,0.080520009013271
32693,45.65,2.8536023384315383,Different Class,46.0,0.4553934522202251
32694,43.62,20.41998581351969,Different Class,44.0,1.3100554360313883
32695,42.07,1.7958878677323895,Different Class,42.0,0.25427921654879143
32696,42.22,2.926799148007132,Different Class,42.0,0.4663929199380074
32697,40.88,2.784538673007829,Different Class,41.0,0.4447532539576028
32698,43.42,2.0137857096659806,Different Class,43.0,0.30401325466793594
32699,42.58,2.916923057716544,Different Class,43.0,0.464924973499572
32700,93.11,2.2325496639438227,Same Genus,93.0,0.3488011287193061
32701,42.1,2.5908321077945162,Different Class,42.0,0.4134392705617149
32702,43.64,2.9271778013807044,Different Class,44.0,0.4664491029644687
32703,42.19,1.7925361695982331,Different Class,42.0,0.25346792757467423
32704,42.97,2.939807975757112,Different Class,43.0,0.4683189638160197
32705,45.01,2.68082304867008,Different Class,45.0,0.4282681487376897
32706,56.65,2.33302131394649,Same Family,57.0,0.3679187064264424
32707,43.65,2.470242052346068,Different Class,44.0,0.3927395106879049
32708,40.99,1.8720058625867413,Different Class,41.0,0.2723072044902726
32709,57.33,1.7515142660108023,Same Family,57.0,0.2434136789785976
32710,42.3,22.167672881703805,Different Class,42.0,1.3457201041347329
32711,41.22,2.5513190642660835,Different Class,41.0,0.40676477424492297
32712,43.45,1.0111398585186715,Different Class,43.0,0.00481123035066446
32713,42.26,1.9924467112098792,Different Class,42.0,0.2993867148425645
32714,58.48,1.802032602918935,Same Family,58.0,0.25576264410125715
32715,42.62,2.231539771796593,Different Class,43.0,0.34860463149376664
32716,41.94,2.860624499739322,Different Class,42.0,0.4564608538227722
32717,42.85,2.375688846880246,Different Class,43.0,0.3757895588125505
32718,41.83,1.1234347597988237,Different Class,42.0,0.05054785710045722
32719,44.59,2.8851578211534443,Different Class,45.0,0.4601695745043693
32720,42.05,1.2164499980027137,Different Class,42.0,0.08509426202326338
32721,44.56,1.5803311063904684,Different Class,45.0,0.19874808860835608
32722,57.62,1.4757762064759987,Same Family,58.0,0.1690205040578011
32723,42.28,2.8827701063691467,Different Class,42.0,0.459810009881703
32724,43.84,7.617005186076224,Different Class,44.0,0.8817842512850638
32725,46.81,17.036331869549553,Same Class,47.0,1.2313760915866283
32726,42.66,2.537443321021032,Different Class,43.0,0.4043963501753694
32727,40.37,4.185055273323471,Different Class,40.0,0.6217011982291256
32728,44.87,10.68978834978557,Different Class,45.0,1.0289691065717177
32729,41.19,2.2887055498868065,Different Class,41.0,0.3595899227378952
32730,48.7,18.7319792540091,Same Class,49.0,1.2725836681216611
32731,41.58,3.5001485834834125,Different Class,42.0,0.5440864808123559
32732,47.05,17.7272430040721,Same Class,47.0,1.2486411980250047
32733,42.57,10.587425759592428,Different Class,43.0,1.024790378020002
32734,43.4,16.43295569621379,Different Class,43.0,1.2157156843789694
32735,47.13,19.01972351363252,Same Class,47.0,1.2792041993849657
32736,44.07,15.955421513254548,Different Class,44.0,1.2029082819524315
32737,42.0,3.114386345135019,Different Class,42.0,0.4933724865727074
32738,48.43,19.128396035282886,Same Class,48.0,1.2816785548558092
32739,44.92,53.95744287283951,Different Class,45.0,1.7320513595964164
32740,59.35,1.126563078808596,Same Family,59.0,0.051755513868581335
32741,41.68,8.642089982197579,Different Class,42.0,0.9366187839109242
32742,48.59,14.740452313026488,Same Class,49.0,1.1685108101198858
32743,41.61,1.8944482917851748,Different Class,42.0,0.27748275587713145
32744,45.79,17.480329525929914,Different Class,46.0,1.2425496153661235
32745,48.11,36.6458794289459,Different Class,48.0,1.5640251483665608
32746,49.86,18.92109108545411,Same Class,50.0,1.2769461763960797
32747,43.56,15.132129843996635,Different Class,44.0,1.1799000591796092
32748,44.97,14.903559086328736,Different Class,45.0,1.173289993712736
32749,44.17,15.89242748205011,Different Class,44.0,1.2011902383993434
32750,41.79,1.2765842097879727,Different Class,42.0,0.10604946829027508
32751,60.1,1.1527869256908716,Same Family,60.0,0.06174904229195989
32752,40.95,7.427113203233337,Different Class,41.0,0.8708200434342319
32753,44.17,17.464447456908175,Different Class,44.0,1.2421548499100066
32754,48.71,3.28467598793326,Different Class,49.0,0.516492535663586
32755,59.42,1.2222700813332157,Same Family,59.0,0.08716718125234822
32756,45.26,15.64574173594298,Different Class,45.0,1.1943961570757629
32757,41.41,1.6900964189640646,Different Class,41.0,0.2279114815542487
32758,42.62,7.640900631853774,Different Class,43.0,0.8831445518206689
32759,40.56,1.5153606774439137,Different Class,41.0,0.1805160134197471
32760,46.56,18.669635084386872,Same Class,47.0,1.2711358293370825
32761,45.6,17.725632048706952,Different Class,46.0,1.2486017299127503
32762,48.31,16.480522998042687,Same Class,48.0,1.2169709896159486
32763,41.86,2.4187045651557653,Different Class,42.0,0.3835828243113204
32764,38.16,11.892780908830488,Different Class,38.0,1.0752834182978837
32765,41.83,7.872206938865767,Different Class,42.0,0.8960965019916581
32766,59.2,1.3261078583386854,Same Family,59.0,0.12257884863611447
32767,41.96,1.6818461892107457,Different Class,42.0,0.2257862755097841
32768,46.48,9.597964814236539,Different Class,46.0,0.9821791534927432
32769,40.98,3.2514923243156963,Different Class,41.0,0.5120827331213209
32770,41.29,4.636295780151066,Different Class,41.0,0.6661711347095601
32771,43.3,8.164335699913218,Different Class,43.0,0.911920853665604
32772,43.16,2.135334763062585,Different Class,43.0,0.3294659703933341
32773,41.59,1.1247269766658177,Different Class,42.0,0.051047111853759784
32774,43.11,2.909213666420294,Different Class,43.0,0.4637756190606025
32775,45.68,17.34530764548476,Different Class,46.0,1.2391820071213782
32776,47.23,18.768608004687323,Same Class,47.0,1.2734320638679832
32777,45.06,1.1008502668147289,Different Class,45.0,0.041728252015927066
32778,44.81,18.220982217947906,Different Class,45.0,1.2605717842910535
32779,48.18,17.084952319290547,Same Class,48.0,1.2326137711068097
32780,42.44,12.06301290747842,Different Class,42.0,1.081455792519884
32781,41.69,1.8510653893909823,Different Class,42.0,0.2674217605951973
32782,44.12,11.171686268837108,Different Class,44.0,1.0481187310366666
32783,59.41,1.7575720190917872,Same Family,59.0,0.24491312990997
32784,43.57,13.003542514730535,Different Class,44.0,1.1140616819235172
32785,43.86,9.876061342545894,Different Class,44.0,0.9945837787737112
32786,58.37,6.778880279119608,Same Family,58.0,0.8311579639615372
32787,41.66,13.214772223933739,Different Class,42.0,1.1210596818270773
32788,43.61,16.452330322759607,Different Class,44.0,1.2162274205011052
32789,58.79,1.0962212423264694,Same Family,59.0,0.039898213477637175
32790,59.13,2.3336737802844554,Same Family,59.0,0.3680401467718392
32791,46.47,8.675027867999708,Different Class,46.0,0.9382708786097764
32792,44.58,12.800933040350502,Different Class,45.0,1.1072416258593945
32793,47.39,2.9036093530790215,Same Class,47.0,0.4629381866787962
32794,42.87,13.042791115819789,Different Class,43.0,1.1153705389794737
32795,44.71,12.582725760372494,Different Class,45.0,1.0997747312888808
32796,45.42,15.983743459629128,Different Class,45.0,1.2036785004764046
32797,43.45,15.591816184571185,Different Class,43.0,1.1928967061443911
32798,57.48,1.3453273347643668,Same Family,57.0,0.12882796640972285
32799,43.65,15.652457536854053,Different Class,44.0,1.19458253427252
32800,56.84,1.5495572547070238,Same Family,57.0,0.1902076276510946
32801,57.92,1.4039250023376364,Same Family,58.0,0.14734390840569686
32802,42.77,1.2995224441107265,Different Class,43.0,0.1137837846213836
32803,42.7,1.3215931604983135,Different Class,43.0,0.12109778242369842
32804,42.2,1.3772494090867111,Different Class,42.0,0.13901259470995467
32805,57.24,1.1495947158100432,Same Family,57.0,0.06054475886676261
32806,58.94,1.0701427011180402,Same Family,59.0,0.029441693737429667
32807,64.95,1.0187078190046976,Same Family,65.0,0.008049639561277803
32808,39.8,1.548519493467316,Different Class,40.0,0.18991667682357855
32809,42.99,1.4604237538116964,Different Class,43.0,0.1644788881406365
32810,43.28,1.5949259502632132,Different Class,43.0,0.2027405242968897
32811,73.08,1.1501373031948336,Same Genus,73.0,0.060749689449621676
32812,43.45,1.5793780192641291,Different Class,43.0,0.198486089496517
32813,72.27,1.4915990699564514,Same Genus,72.0,0.1736521038975647
32814,42.58,1.0671316813959963,Different Class,43.0,0.028218013590398487
32815,43.26,1.5856486973214716,Different Class,43.0,0.2002069750910229
32816,43.95,1.5489598464524574,Different Class,44.0,0.19004015972811986
32817,58.77,1.3288273794477694,Same Family,59.0,0.12346856783330135
32818,41.8,53.489037381502314,Different Class,42.0,1.7282647821600474
32819,42.33,1.530899912237852,Different Class,42.0,0.18494679815502427
32820,43.13,1.256996261000857,Different Class,43.0,0.0993339858569118
32821,42.1,29.568419876019426,Different Class,42.0,1.4708281166309087
32822,51.96,1.027878149457912,Same Class,52.0,0.01194163396413732
32823,42.99,1.3500492038643868,Different Class,43.0,0.13034959707084334
32824,42.67,1.6051676993145452,Different Class,43.0,0.2055204118700517
32825,49.87,1.9315801773783727,Same Class,50.0,0.2859127398535092
32826,55.9,1.084876904954424,Same Family,56.0,0.03538046396168474
32827,42.26,1.4100540602652962,Different Class,42.0,0.14923576345313733
32828,43.11,1.4377511064193615,Different Class,43.0,0.15768371048060495
32829,44.43,1.1507471821495374,Different Class,44.0,0.0609799201044389
32830,52.32,2.8018742456878267,Same Order,52.0,0.44744863929042616
32831,57.29,1.6414533910561553,Same Family,57.0,0.21522855548174544
32832,73.28,1.4476651077350136,Same Genus,73.0,0.16066810696876113
32833,42.26,48.40050117528772,Different Class,42.0,1.6848498586802598
32834,50.58,1.1714036207603848,Same Class,51.0,0.06870656208038692
32835,42.78,3.274378362578265,Different Class,43.0,0.5151288617850539
32836,45.09,1.3959867099221488,Different Class,45.0,0.14488128373488646
32837,57.5,3.9004685868045095,Same Family,58.0,0.5911167845749301
32838,49.71,3.32193116933913,Same Class,50.0,0.5213906295946382
32839,42.45,1.5415199486574886,Different Class,42.0,0.18794914926091247
32840,42.62,1.5302936443480453,Different Class,43.0,0.18477477453242505
32841,43.32,26.060695027851725,Different Class,43.0,1.4159859939834605
32842,43.49,1.2652687270628238,Different Class,43.0,0.10218277395937353
32843,41.38,1.0035033985697897,Different Class,41.0,0.0015188476532070445
32844,43.21,1.1161633098030352,Different Class,43.0,0.04772774241288179
32845,43.97,1.1043337861831817,Different Class,44.0,0.043100359251778235
32846,43.56,1.0393830600547371,Different Class,44.0,0.01677563437956444
32847,42.22,1.3790322572536868,Different Class,42.0,0.13957442497456676
32848,45.05,145.51062909330045,Different Class,45.0,2.1628947183251293
32849,42.7,8.342451432525289,Different Class,43.0,0.9212936869902808
32850,59.58,3.3453130002844502,Same Family,60.0,0.5244367582583729
32851,53.23,1.3177781689915369,Same Order,53.0,0.11984230851957353
32852,41.84,11.070726875869536,Different Class,42.0,1.0441761364898905
32853,44.54,2.219370443799146,Different Class,45.0,0.3462297980726485
32854,71.76,1.0214116166474594,Same Genus,72.0,0.009200792835362985
32855,42.04,27.00868075224684,Different Class,42.0,1.4315033714509828
32856,43.79,1.5597575887186694,Different Class,44.0,0.1930571072888573
32857,41.79,4.0097981584729885,Different Class,42.0,0.6031225120546952
32858,43.71,1.255927600864868,Different Class,44.0,0.09896460480632648
32859,42.78,4.815650664441954,Different Class,43.0,0.6826549749258739
32860,43.06,1.0507637001435552,Different Class,43.0,0.021505061164230743
32861,42.65,1.0642510571633472,Different Class,43.0,0.02704409025155144
32862,63.96,1.121257509506187,Same Family,64.0,0.049705364704257814
32863,47.55,1.1464135717176904,Same Class,48.0,0.05934131877729769
32864,42.09,36.123755763713106,Different Class,42.0,1.5577928973075923
32865,42.37,1.212245538451907,Different Class,42.0,0.08359059441323069
32866,42.33,1.307995278520858,Different Class,42.0,0.11660617631543603
32867,98.85,1.1946210315516463,Same Genus,99.0,0.07723015632300982
32868,42.71,1.3117187771928478,Different Class,43.0,0.11784073549340897
32869,41.24,1.4240908739908316,Different Class,41.0,0.15353770335528766
32870,41.27,1.5955371272565568,Different Class,41.0,0.2029069144367992
32871,43.58,1.5225404078422902,Different Class,44.0,0.18256882752498416
32872,42.77,1.307630340978878,Different Class,43.0,0.11648498897075785
32873,46.38,2.8060014284287957,Different Class,46.0,0.4480878877752298
32874,49.31,15.145543869866595,Same Class,49.0,1.1802848732740892
32875,40.97,11.143844532360477,Different Class,41.0,1.0470350446211356
32876,41.34,7.191631350509508,Different Class,41.0,0.856827416970041
32877,40.06,15.64512196114444,Different Class,40.0,1.1943789530268325
32878,43.58,14.481676083483038,Different Class,44.0,1.1608188292425192
32879,44.64,14.727628715624135,Different Class,45.0,1.168132827044834
32880,48.79,15.347853297147644,Same Class,49.0,1.18604763933109
32881,40.56,9.693715862731805,Different Class,41.0,0.9864902857543728
32882,40.63,11.925503888699744,Different Class,41.0,1.0764767383585654
32883,40.26,11.352321558888367,Different Class,40.0,1.0550846841824133
32884,41.72,7.196450919328182,Different Class,42.0,0.8571183677975569
32885,42.91,16.274735263843837,Different Class,43.0,1.2115139327617719
32886,46.92,17.773606830360542,Same Class,47.0,1.2497755689180252
32887,40.77,12.81695129767157,Different Class,41.0,1.1077847340707572
32888,47.76,17.600343104506887,Same Class,48.0,1.2455211341176526
32889,41.61,7.471072325545116,Different Class,42.0,0.8733829407235708
32890,43.25,10.442801696021585,Different Class,43.0,1.0188170310307372
32891,42.26,17.670222565890395,Different Class,42.0,1.2472420197121583
32892,47.5,17.26136771573514,Same Class,48.0,1.2370752043492554
32893,40.15,8.386224354431652,Different Class,40.0,0.9235664767878342
32894,84.21,4.799872900790757,Same Genus,84.0,0.6812297375389119
32895,42.14,17.060110616582918,Different Class,42.0,1.2319818427761595
32896,42.31,14.007770910351965,Different Class,42.0,1.1463690304780474
32897,59.64,2.653341025187137,Same Family,60.0,0.4237930720097732
32898,40.97,10.841600765847176,Different Class,41.0,1.0350934106569982
32899,42.51,15.04473843890176,Different Class,43.0,1.177384641691979
32900,47.86,17.887739289528042,Same Class,48.0,1.2525554564911874
32901,42.28,5.769289135843897,Different Class,42.0,0.7611223047676263
32902,41.1,10.271989828033655,Different Class,41.0,1.0116545806594508
32903,44.55,15.713423229820114,Different Class,45.0,1.196270808074273
32904,43.78,16.02207480616663,Different Class,44.0,1.2047187551017404
32905,39.87,12.823747693926348,Different Class,40.0,1.1080149647255744
32906,40.48,3.9772821887032253,Different Class,40.0,0.5995864053307094
32907,42.99,6.78901063720745,Different Class,43.0,0.8318064891393901
32908,41.21,7.6978055717567875,Different Class,41.0,0.8863669376523744
32909,59.88,4.343249857330483,Same Family,60.0,0.6378148140591245
32910,39.95,9.513240641280204,Different Class,40.0,0.9783284825407488
32911,85.73,3.403346619840765,Same Genus,86.0,0.5319061828360817
32912,47.55,15.556658864613828,Same Class,48.0,1.191916328356022
32913,41.33,2.8570527577277995,Different Class,41.0,0.4559182600462054
32914,39.2,3.354628366540614,Different Class,39.0,0.5256444150264973
32915,48.97,17.178458651371358,Same Class,49.0,1.2349841938820478
32916,45.04,17.053354461473948,Different Class,45.0,1.2318098191535605
32917,58.87,2.338573097657131,Same Family,59.0,0.3689509493623249
32918,50.31,14.09995798604575,Same Class,50.0,1.149217818580509
32919,40.86,11.104939503187412,Different Class,41.0,1.0455161969679283
32920,43.78,12.438350397169929,Different Class,44.0,1.0947627870340173
32921,44.39,12.30652402505839,Different Class,44.0,1.090135403872914
32922,44.0,11.582723230819086,Different Class,44.0,1.0638106790007
32923,42.73,15.367721079945225,Different Class,43.0,1.1866094695957023
32924,58.73,13.057489152038492,Same Family,59.0,1.1158596737039936
32925,59.71,1.33579974932946,Same Family,60.0,0.12574135763085464
32926,40.15,3.331181426495195,Different Class,40.0,0.5225982863627626
32927,39.93,14.685115043380337,Different Class,40.0,1.166877353140709
32928,57.32,1.0066045940172468,Same Family,57.0,0.002858908131245029
32929,40.6,5.021173713246494,Different Class,41.0,0.7008052465484871
32930,40.93,10.91023868412374,Different Class,41.0,1.0378342517857726
32931,59.36,2.4236412015455397,Same Family,59.0,0.3844683268298472
32932,47.75,17.381696076850304,Same Class,48.0,1.2400921519099928
32933,60.32,2.779153486519699,Same Family,60.0,0.4439125325664404
32934,42.06,13.99586192793857,Different Class,42.0,1.145999649427462
32935,60.41,2.3140890626982067,Same Family,60.0,0.3643800696952617
32936,43.96,11.709547314647622,Different Class,44.0,1.0685401057853663
32937,42.98,11.859848324428626,Different Class,43.0,1.074079134872687
32938,40.62,9.93870224982336,Different Class,41.0,0.9973296799168776
32939,39.88,12.77545461301003,Different Class,40.0,1.1063763633984331
32940,96.27,3.2415882740300064,Same Genus,96.0,0.5107578526864567
32941,39.35,13.509075815555668,Different Class,39.0,1.1306256390343663
32942,44.16,14.576096032897985,Different Class,44.0,1.1636412209365716
32943,40.58,9.328351199280474,Different Class,41.0,0.9698048882981256
32944,44.86,14.61759012321509,Different Class,45.0,1.1648757801145444
32945,44.75,7.825234144736341,Different Class,45.0,0.8934973412658479
32946,47.48,17.78041769175612,Different Class,47.0,1.2499419590579346
32947,45.03,16.966953599231196,Different Class,45.0,1.2296038721461198
32948,45.52,14.572029225666132,Different Class,46.0,1.1635200335918934
32949,42.57,65.56471065176062,Different Class,43.0,1.816670148934017
32950,48.49,1.0566775245144548,Same Class,48.0,0.02394247009665636
32951,43.18,1.7692666451084709,Different Class,43.0,0.247793290101659
32952,44.03,1.139903228627642,Different Class,44.0,0.0568679837426916
32953,47.25,1.01536112418883,Same Class,47.0,0.006620531263305174
32954,44.5,1.174019704740987,Different Class,44.0,0.06967538616922918
32955,43.06,6.014661374068223,Different Class,43.0,0.7792111815489537
32956,50.01,1.0211625678150875,Same Class,50.0,0.00909488673414795
32957,43.0,1010.7297004934107,Different Class,43.0,3.0046350277180776
32958,48.4,16.627545857280555,Same Class,48.0,1.2208281542530797
32959,42.53,2.1675288376534336,Same Genus,43.0,0.3359648842107367
32960,47.93,1.2707872768229238,Same Class,48.0,0.10407285800177518
32961,42.12,35.48676609951287,Different Class,42.0,1.5500664239987925
32962,44.95,1.0716033256823057,Different Class,45.0,0.030034052755537336
32963,44.82,686.4498532079333,Different Class,45.0,2.836608816488222
32964,47.22,1.0100956673547743,Same Class,47.0,0.0043625082744186226
32965,44.41,1.237894430402382,Different Class,44.0,0.09268360894205216
32966,43.98,1.2568795913448776,Different Class,44.0,0.09929367440892484
32967,44.76,1.1786732565032092,Different Class,45.0,0.07139342972231763
32968,42.74,23.912948933743905,Same Genus,43.0,1.3786331364119362
32969,49.24,16.249298839664508,Same Class,49.0,1.2108346258297011
32970,42.3,2.522107680525762,Different Class,42.0,0.40176362468742893
32971,44.41,1.0725778356417193,Different Class,44.0,0.030428818211654295
32972,45.65,61.52848246210767,Different Class,46.0,1.789076203785247
32973,49.45,15.325564734086285,Same Class,49.0,1.185416486869313
32974,44.43,1.1972573477277912,Different Class,44.0,0.07818751104589794
32975,41.84,11.083379056853316,Different Class,42.0,1.0446721865674125
32976,42.68,2.4515407484712304,Different Class,43.0,0.389439116300992
32977,41.9,28.38570477222056,Different Class,42.0,1.453099681541408
32978,48.29,1.0033393352007385,Same Class,48.0,0.0014478387845785192
32979,45.29,1.056773558344034,Different Class,45.0,0.023981938208910463
32980,47.29,1.1366131557981387,Same Class,47.0,0.055612678505712235
32981,43.69,7.744633025407448,Different Class,44.0,0.8890008438103407
32982,38.0,1.5750714149707787,Different Class,38.0,0.19730024982377728
32983,43.37,2.379507982892028,Different Class,43.0,0.3764871661300029
32984,48.48,14.125532200281244,Same Class,48.0,1.1500048194855466
32985,42.76,11.137748133079645,Different Class,43.0,1.046797392611877
32986,44.42,1.9516615883217443,Different Class,44.0,0.2904045146289177
32987,41.81,5.761040588632299,Different Class,42.0,0.7605009350003402
32988,43.3,4.040289951776706,Different Class,43.0,0.6064125334121008
32989,44.17,2.2943666138334082,Different Class,44.0,0.360662814456057
32990,41.77,39.999046482052776,Different Class,42.0,1.6020496385149952
32991,43.32,16.65469010936225,Different Class,43.0,1.2215365562679013
32992,43.85,54.49533004486468,Different Class,44.0,1.7363592871822635
32993,46.29,1.0799450570071216,Different Class,46.0,0.03340166100028295
32994,48.39,1.0019554127292971,Same Class,48.0,0.0008483957463222307
32995,44.99,20.621104359743885,Different Class,45.0,1.314311920137588
32996,44.08,1.0280444286673995,Different Class,44.0,0.012011883830607415
32997,78.78,1.096402196736534,Same Genus,79.0,0.0399698970148515
32998,41.16,1.5528441690049317,Different Class,41.0,0.19112787560177705
32999,41.35,10.119566473106657,Different Class,41.0,1.0051619075264635
33000,44.25,1.6767369583463032,Different Class,44.0,0.2244649370849943
33001,48.84,32.922802599054236,Same Class,49.0,1.5174967980316307
33002,42.87,1.4405289353104616,Different Class,43.0,0.15852198619814387
33003,44.04,1.8967054379575459,Different Class,44.0,0.2779998893479499
